Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7;;;;;;;;;;;;;;
Objects_013_h;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07663592} <noun.food> beef#2, boeuf#1 -- (meat from an adult domestic bovine);{02666943} <noun.artifact> abattoir#1, butchery#1, shambles#2, slaughterhouse#1 -- (a building where animals are butchered);;;;;;;;;;;;;;;;;;
Objects_014_h;Objects;sausages;{07675627} <noun.food> sausage#1 -- (highly seasoned minced meat stuffed in casings);{03880531} <noun.artifact> pan1#1, cooking pan#1 -- (cooking utensil consisting of a wide metal vessel);;;;;;;;;;;;;;;;;;;
Objects_015_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;;;
Objects_016_h;Objects;noodles with eggs;{07699584} <noun.food> noodle#1 -- (a ribbonlike strip of pasta);{07840804} <noun.food> egg#2, eggs#1 -- (oval reproductive body of a fowl (especially a hen) used as food);{02801938} <noun.artifact> basket#1, handbasket#1 -- (a container that is usually woven and has handles);;;;;;;;;;;;;;;;;;
Objects_017_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);"{00392812} <adj.all> black1#1 (vs. white1#1) -- (being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light; ""black leather jackets""; ""as black as coal""; ""rich black soil"")";{07644967} <noun.food> chicken#1, poulet#1, volaille#1 -- (the flesh of a chicken used for food);;;;;;;;;;;;;;;;;;
Objects_018_h;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07669891} <noun.food> ham#1, jambon#1, gammon#1 -- (meat cut from the thigh of a hog (usually smoked));;;;;;;;;;;;;;;;;;;
Objects_019_h;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07669891} <noun.food> ham#1, jambon#1, gammon#1 -- (meat cut from the thigh of a hog (usually smoked));;;;;;;;;;;;;;;;;;;
Objects_020_h;Objects;haricots;{12557438} <noun.plant> haricot#1 -- (a French variety of green bean plant bearing light-colored beans);{12557280} <noun.plant> green bean#2 -- (a common bean plant cultivated for its slender green edible pods);;;;;;;;;;;;;;;;;;;
Objects_021_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07663592} <noun.food> beef#2, boeuf#1 -- (meat from an adult domestic bovine);;;;;;;;;;;;;;;;;;;
Objects_022_h;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;;;
Objects_023_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);"{05298988} <noun.body> viscera#1, entrails#1, innards#1 -- (internal organs collectively (especially those in the abdominal cavity); ""`viscera' is the plural form of `viscus'"")";;;;;;;;;;;;;;;;;;;
Objects_024_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07642933} <noun.food> jam#1 -- (preserve of crushed fruit);"{04284002} <noun.artifact> spoon#1 -- (a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food)";{07840804} <noun.food> egg#2, eggs#1 -- (oval reproductive body of a fowl (especially a hen) used as food);;;;;;;;;;;;;;;;;
Objects_025_h;Objects;potato pancakes;{07640203} <noun.food> pancake#1, battercake#1, flannel cake#1, flannel-cake#1, flapcake#1, flapjack#1, griddlecake1#2, hotcake#1, hot cake#1 -- (a flat cake of thin batter fried on both sides on a griddle);"{07710616} <noun.food> potato#1, white potato#2, Irish potato#1, murphy#1, spud#1, tater#1 -- (an edible tuber native to South America; a staple food of Ireland)";{03880531} <noun.artifact> pan1#1, cooking pan#1 -- (cooking utensil consisting of a wide metal vessel);;;;;;;;;;;;;;;;;;
Objects_026_v;Objects;mushrooms;{13001041} <noun.plant> mushroom#1 -- (common name for an edible agaric (contrasting with the inedible toadstool));"{12102133} <noun.plant> grass#1 -- (narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay)";;;;;;;;;;;;;;;;;;;
Objects_027_h;Objects;sausages;{07675627} <noun.food> sausage#1 -- (highly seasoned minced meat stuffed in casings);;;;;;;;;;;;;;;;;;;;
Objects_028_v;Objects;mushrooms;{13001041} <noun.plant> mushroom#1 -- (common name for an edible agaric (contrasting with the inedible toadstool));"{12102133} <noun.plant> grass#1 -- (narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay)";;;;;;;;;;;;;;;;;;;
Objects_029_h;Objects;corn;{07731952} <noun.food> corn#3, edible corn#1 -- (ears of corn that can be prepared and served for human food);;;;;;;;;;;;;;;;;;;;
Objects_030_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);;;;;;;;;;;;;;;;;;;
Objects_031_h;Objects;sausages;{07675627} <noun.food> sausage#1 -- (highly seasoned minced meat stuffed in casings);"{03459591} <noun.artifact> grill#2, grille#3, grillwork1#2 -- (a framework of metal bars used as a partition or a grate; ""he cooked hamburgers on the grill"")";;;;;;;;;;;;;;;;;;;
Objects_032_v;Objects;food;"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";"{07809096} <noun.food> ingredient#3, fixings#1 -- (food that is a component of a mixture in cooking; ""the recipe lists all the fixings for a salad"")";;;;;;;;;;;;;;;;;;;
Objects_033_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07574602} <noun.food> breakfast#1 -- (the first meal of the day (usually in the morning));;;;;;;;;;;;;;;;;;;
Objects_034_v;Objects;stew;{07588947} <noun.food> stew#2 -- (food prepared by stewing especially meat or fish with vegetables);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;
Objects_035_h;Objects;fish;"{07775375} <noun.food> fish#2 -- (the flesh of fish used as food; ""in Japan most fish is eaten raw""; ""after the scare about foot-and-mouth disease a lot of people started eating fish instead of meat""; ""they have a chef who specializes in fish"")";{07794159} <noun.food> prawn#1, shrimp#2 -- (any of various edible decapod crustaceans);;;;;;;;;;;;;;;;;;;
Objects_036_v;Objects;jar;{03593526} <noun.artifact> jar#1 -- (a vessel (usually cylindrical) with a wide mouth and without handles);{14940386} <noun.substance> liquid4#1 -- (a substance that is liquid at room temperature and pressure);;;;;;;;;;;;;;;;;;;
Objects_037_h;Objects;food;"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";{07869775} <noun.food> kabob#1, kebab#1, shish kebab#1 -- (cubes of meat marinated and cooked on a skewer usually with vegetables);{07871436} <noun.food> meatball#1 -- (ground meat formed into a ball and fried or simmered in broth);;;;;;;;;;;;;;;;;;
Objects_038_v;Objects;pumpkin;"{12158443} <noun.plant> pumpkin#1, pumpkin vine#1, autumn pumpkin#1, Cucurbita pepo#1 -- (a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes)";"{04546855} <noun.artifact> wall#1 -- (an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; ""the south wall had a small window""; ""the walls were covered with pictures"")";"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")";;;;;;;;;;;;;;;;;;
Objects_039_h;Objects;fish;"{07775375} <noun.food> fish#2 -- (the flesh of fish used as food; ""in Japan most fish is eaten raw""; ""after the scare about foot-and-mouth disease a lot of people started eating fish instead of meat""; ""they have a chef who specializes in fish"")";{02190166} <noun.animal> fly#1 -- (two-winged insects characterized by active flight);;;;;;;;;;;;;;;;;;;
Objects_040_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);;;;;;;;;;;;;;;;;;;;
Objects_041_h;Objects;cake;{07628870} <noun.food> cake#3 -- (baked goods made from or based on a mixture of flour, sugar, eggs, and fat);{07802417} <noun.food> grain#2, food grain#1, cereal1#2 -- (foodstuff prepared from the starchy grains of cereal grasses);;;;;;;;;;;;;;;;;;;
Objects_042_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);;;;;;;;;;;;;;;;;;;;
Objects_043_h;Objects;ginger;{12355760} <noun.plant> ginger#1 -- (perennial plants having thick branching aromatic rhizomes and leafy reedlike stems);{03179701} <noun.artifact> desk#1 -- (a piece of furniture with a writing surface and usually drawers or other compartments);;;;;;;;;;;;;;;;;;;
Objects_044_v;Objects;mushrooms;{13001041} <noun.plant> mushroom#1 -- (common name for an edible agaric (contrasting with the inedible toadstool));"{13104059} <noun.plant> tree#1 -- (a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms)";;;;;;;;;;;;;;;;;;;
Objects_045_h;Objects;food;"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";;;;;;;;;;;;;;;;;;;;
Objects_046_h;Objects;chicken;{07644967} <noun.food> chicken#1, poulet#1, volaille#1 -- (the flesh of a chicken used for food);{00618377} <adj.all> roast#1, roasted#1 -- ((meat) cooked by dry heat in an oven);"{07806221} <noun.food> salad#1 -- (food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens)";;;;;;;;;;;;;;;;;;
Objects_047_h;Objects;sea food;{07776866} <noun.food> seafood#1 -- (edible fish (broadly including freshwater fish) or shellfish or roe etc);"{03557141} <noun.artifact> ice cube#1 -- (a small cube of artificial ice; used for cooling drinks)";;;;;;;;;;;;;;;;;;;
Objects_048_h;Objects;dumplings;{07702193} <noun.food> dumpling1#1, dumplings#1 -- (small balls or strips of boiled or steamed dough);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);;;;;;;;;;;;;;;;;;;
Objects_049_h;Objects;fish and chips;"{07775375} <noun.food> fish#2 -- (the flesh of fish used as food; ""in Japan most fish is eaten raw""; ""after the scare about foot-and-mouth disease a lot of people started eating fish instead of meat""; ""they have a chef who specializes in fish"")";{07711080} <noun.food> french fries#1, french-fried potatoes#1, fries#1, chips1#1 -- (strips of potato fried in deep fat);;;;;;;;;;;;;;;;;;;
Objects_050_h;Objects;finished meal;{14857151} <noun.substance> garbage#1, refuse#1, food waste#1, scraps#1 -- (food that is discarded (as from a kitchen));{03383948} <noun.artifact> fork#1 -- (cutlery used for serving and eating food);;;;;;;;;;;;;;;;;;;
Objects_051_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07776866} <noun.food> seafood#1 -- (edible fish (broadly including freshwater fish) or shellfish or roe etc);{07699584} <noun.food> noodle#1 -- (a ribbonlike strip of pasta);;;;;;;;;;;;;;;;;;
Objects_052_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07804323} <noun.food> rice#1 -- (grains used as food either unpolished or more often polished);;;;;;;;;;;;;;;;;;
Objects_053_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);{03438257} <noun.artifact> glass#2, drinking glass#1 -- (a container for holding liquids while drinking);;;;;;;;;;;;;;;;;;
Objects_054_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07702796} <noun.food> cereal#3 -- (a breakfast food prepared from grain);{07844042} <noun.food> milk1#1 -- (a white nutritious liquid secreted by mammals and used as food by human beings);;;;;;;;;;;;;;;;;;
Objects_055_v;Objects;beer;{07886849} <noun.food> beer#1 -- (a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops);{03797390} <noun.artifact> mug#4 -- (with handle and usually cylindrical);"{04379243} <noun.artifact> table1#2 -- (a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; ""it was a sturdy table"")";;;;;;;;;;;;;;;;;;
Objects_056_h;Objects;Indian food;{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);"{02928347} <adj.pert> Indian#1 -- (of or relating to or characteristic of India or the East Indies or their peoples or languages or cultures; ""the Indian subcontinent""; ""Indian saris"")";{13152742} <noun.plant> leaf#1, leafage#1, foliage#1 -- (the main organ of photosynthesis and transpiration in higher plants);"{14947807} <noun.substance> marble#1 -- (a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material)";;;;;;;;;;;;;;;;;
Objects_057_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07703333} <noun.food> mush#2, cornmeal mush#1 -- (cornmeal boiled in water);{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;
Objects_058_h;Objects;stall;{04299215} <noun.artifact> stall1#3, stand5#8, sales booth#1 -- (a booth where articles are displayed for sale);{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);{13134947} <noun.plant> fruit#1 -- (the ripened reproductive body of a seed plant);;;;;;;;;;;;;;;;;;
Objects_059_h;Objects;snails;{07782475} <noun.food> escargot#1, snail#2 -- (edible terrestrial snail usually served in the shell with a sauce of melted butter and garlic);"{02881193} <noun.artifact> bowl1#1 -- (a round vessel that is open at the top; used chiefly for holding food or liquids;)";"{04379243} <noun.artifact> table1#2 -- (a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs; ""it was a sturdy table"")";;;;;;;;;;;;;;;;;;
Objects_060_h;Objects;fish;"{07775375} <noun.food> fish#2 -- (the flesh of fish used as food; ""in Japan most fish is eaten raw""; ""after the scare about foot-and-mouth disease a lot of people started eating fish instead of meat""; ""they have a chef who specializes in fish"")";"{02777100} <noun.artifact> balance#12 -- (a scale for weighing; depends on pull of gravity)";"{04546855} <noun.artifact> wall#1 -- (an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure; ""the south wall had a small window""; ""the walls were covered with pictures"")";;;;;;;;;;;;;;;;;;
Objects_061_h;Objects;food;{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);{03880531} <noun.artifact> pan1#1, cooking pan#1 -- (cooking utensil consisting of a wide metal vessel);;;;;;;;;;;;;;;;;;;
Objects_062_h;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{00618377} <adj.all> roast#1, roasted#1 -- ((meat) cooked by dry heat in an oven);{00616654} <adj.all> barbecued#1, grilled1#2 -- (cooked over an outdoor grill);;;;;;;;;;;;;;;;;;
Objects_063_v;Objects;stew;{07588947} <noun.food> stew#2 -- (food prepared by stewing especially meat or fish with vegetables);{03880531} <noun.artifact> pan1#1, cooking pan#1 -- (cooking utensil consisting of a wide metal vessel);{07734744} <noun.food> mushroom#5 -- (fleshy body of any of numerous edible fungi);{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;
Objects_064_v;Objects;meat;{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);{07722217} <noun.food> onion#3 -- (an aromatic flavorful vegetable);"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";;;;;;;;;;;;;;;;;;
Objects_065_h;Objects;lobsters;{07792725} <noun.food> lobster#1 -- (flesh of a lobster);"{02883344} <noun.artifact> box#1 -- (a (usually rectangular) container; may have a lid; ""he rummaged through a box of spare parts"")";;;;;;;;;;;;;;;;;;;
Objects_066_v;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);;;;;;;;;;;;;;;;;;;;
Objects_067_h;Objects;sausages;{07675627} <noun.food> sausage#1 -- (highly seasoned minced meat stuffed in casings);;;;;;;;;;;;;;;;;;;;
Objects_068_v;Objects;mushrooms;{13001041} <noun.plant> mushroom#1 -- (common name for an edible agaric (contrasting with the inedible toadstool));"{13104059} <noun.plant> tree#1 -- (a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms)";;;;;;;;;;;;;;;;;;;
Objects_069_h;Objects;dumplings;{07702193} <noun.food> dumpling1#1, dumplings#1 -- (small balls or strips of boiled or steamed dough);{03880531} <noun.artifact> pan1#1, cooking pan#1 -- (cooking utensil consisting of a wide metal vessel);;;;;;;;;;;;;;;;;;;
Objects_070_v;Objects;jar;{03593526} <noun.artifact> jar#1 -- (a vessel (usually cylindrical) with a wide mouth and without handles);;;;;;;;;;;;;;;;;;;;
Objects_071_h;Objects;fruits;{13134947} <noun.plant> fruit#1 -- (the ripened reproductive body of a seed plant);{12620546} <noun.plant> hip#5, rose hip#1, rosehip#1 -- (the fruit of a rose plant);"{02275892} <adj.all> decayed#1, rotten#2, rotted#1 -- (damaged by decay; hence unsound and useless; ""rotten floor boards""; ""rotted beams""; ""a decayed foundation"")";;;;;;;;;;;;;;;;;;
Objects_072_v;Objects;sushi;{07879450} <noun.food> sushi#1 -- (rice (with raw fish) wrapped in seaweed);"{03528901} <noun.artifact> home plate#1, home base1#1, home2#4, plate4#1 -- ((baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score; ""he ruled that the runner failed to touch home"")";{03025755} <noun.artifact> chopstick#1 -- (one of a pair of slender sticks used as oriental tableware to eat food with);;;;;;;;;;;;;;;;;;
Objects_073_h;Objects;scrambled eggs;{07840804} <noun.food> egg#2, eggs#1 -- (oval reproductive body of a fowl (especially a hen) used as food);"{01669774} <adj.all> scrambled#1 -- (thrown together in a disorderly fashion; ""a scrambled plan of action"")";{07679356} <noun.food> bread#1, breadstuff1#1, staff of life#1 -- (food made from dough of flour or meal and usually raised with yeast or baking powder and then baked);"{07848338} <noun.food> butter#1 -- (an edible emulsion of fat globules made by churning milk or cream; for cooking and table use)";;;;;;;;;;;;;;;;;
Objects_074_v;Objects;drink;"{07885223} <noun.food> drink4#1 -- (a single serving of a beverage; ""I asked for a hot drink""; ""likes a drink before dinner"")";;;;;;;;;;;;;;;;;;;;
Objects_075_h;Objects;meal;{07573696} <noun.food> meal#1, repast#1 -- (the food served and eaten at one time);{07749582} <noun.food> lemon#1 -- (yellow oval fruit with juicy acidic flesh);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);;;;;;;;;;;;;;;;;;
Objects_076_v;Objects;salad;"{07806221} <noun.food> salad#1 -- (food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens)";{07649854} <noun.food> meat1#1 -- (the flesh of animals (including fishes and birds and snails) used as food);;;;;;;;;;;;;;;;;;;
Objects_077_h;Objects;vegetables;{07707451} <noun.food> vegetable#1, veggie#1, veg#1 -- (edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant);"{04679738} <noun.attribute> expression#1, look1#1, aspect1#5, facial expression#2, face3#2 -- (the feelings expressed on a person's face; ""a sad expression""; ""a look of triumph""; ""an angry face"")";;;;;;;;;;;;;;;;;;;
Objects_078_h;Objects;pizza;{07873807} <noun.food> pizza#1, pizza pie#1 -- (Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese);;;;;;;;;;;;;;;;;;;;
Objects_079_h;Objects;jam;{07642933} <noun.food> jam#1 -- (preserve of crushed fruit);"{04284002} <noun.artifact> spoon#1 -- (a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food)";;;;;;;;;;;;;;;;;;;
Objects_080_h;Objects;cake;{07628870} <noun.food> cake#3 -- (baked goods made from or based on a mixture of flour, sugar, eggs, and fat);{07601999} <noun.food> chocolate#2 -- (a food made from roasted ground cacao beans);;;;;;;;;;;;;;;;;;;
Objects_081_h;Objects;dumplings;{07702193} <noun.food> dumpling1#1, dumplings#1 -- (small balls or strips of boiled or steamed dough);;;;;;;;;;;;;;;;;;;;
Objects_082_h;Objects;cheese;{07850329} <noun.food> cheese#1 -- (a solid food prepared from the pressed curd of milk);;;;;;;;;;;;;;;;;;;;
Objects_083_h;Objects;food;"{07555863} <noun.food> food#2, solid food#1 -- (any solid substance (as opposed to liquid) that is used as a source of nourishment; ""food and drink"")";{07850329} <noun.food> cheese#1 -- (a solid food prepared from the pressed curd of milk);{07679356} <noun.food> bread#1, breadstuff1#1, staff of life#1 -- (food made from dough of flour or meal and usually raised with yeast or baking powder and then baked);;;;;;;;;;;;;;;;;;
Objects_084_v;Objects;table;"{04379964} <noun.artifact> table2#3 -- (a piece of furniture with tableware for a meal laid out on it; ""I reserved a table at my favorite restaurant"")";{02948072} <noun.artifact> candle#1, taper#4, wax light#1 -- (stick of wax with a wick in the middle);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);{03438257} <noun.artifact> glass#2, drinking glass#1 -- (a container for holding liquids while drinking);;;;;;;;;;;;;;;;;
Objects_085_h;Objects;cake;{07628870} <noun.food> cake#3 -- (baked goods made from or based on a mixture of flour, sugar, eggs, and fat);{07601999} <noun.food> chocolate#2 -- (a food made from roasted ground cacao beans);{03959485} <noun.artifact> plate#4 -- (dish on which food is served or from which food is eaten);{03383948} <noun.artifact> fork#1 -- (cutlery used for serving and eating food);;;;;;;;;;;;;;;;;
Objects_086_h;Objects;bananas;{07753592} <noun.food> banana#2 -- (elongated crescent-shaped yellow fruit with soft sweet flesh);;;;;;;;;;;;;;;;;;;;
Objects_087_h;Objects;durian;"{07762913} <noun.food> durian#2 -- (huge fruit native to southeastern Asia `smelling like Hell and tasting like Heaven'; seeds are roasted and eaten like nuts)";{04335435} <noun.artifact> streetcar#1, tram1#3, tramcar1#2, trolley#1, trolley car#1 -- (a wheeled vehicle that runs on rails and is propelled by electricity);;;;;;;;;;;;;;;;;;;
Objects_088_h;Objects;fish;"{02512053} <noun.animal> fish#1 -- (any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; ""the shark is a large fish""; ""in the living room there was a tank of colorful fish"")";"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";;;;;;;;;;;;;;;;;;;
Objects_089_h;Objects;lychee fruit;"{07766173} <noun.food> litchi#2, litchi nut#1, litchee#1, lichi#1, leechee#1, lichee#2, lychee#1 -- (Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried)";;;;;;;;;;;;;;;;;;;;
