Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7;;;;;;;;;;;;;;
Animals_011_h;Animals;black panther;{09858913} <noun.person> Black Panther#1 -- (a member of the Black Panthers political party);{02128669} <noun.animal> panther2#2 -- (a leopard in the black color phase);"{01045719} <verb.communication> grumble2#3, growl#1, rumble#2 -- (to utter or emit low dull rumbling sounds; ""he grumbled a rude response""; ""Stones grumbled down the cliff"")";;;;;;;;;;;;;;;;;;
Animals_012_h;Animals;fighting dogs;"{01660444} <adj.all> active#2, combat-ready#1, fighting#1(prenominal) -- (engaged in or ready for military or naval operations; ""on active duty""; ""the platoon is combat-ready""; ""review the fighting forces"")";"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;;;;;;;;;;;;;;;
Animals_013_h;Animals;dead deer;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{02430045} <noun.animal> deer#1, cervid#1 -- (distinguished from Bovidae by the male's having solid deciduous antlers);;;;;;;;;;;;;;;;;;;
Animals_014_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";;;;;;;;;;;;;;;;;;;;
Animals_015_h;Animals;snake;{04248010} <noun.artifact> snake#5 -- (something long, thin, and flexible that resembles a snake);;;;;;;;;;;;;;;;;;;;
Animals_016_h;Animals;dead hamster;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")
";{02342885} <noun.animal> hamster#1 -- (short-tailed Old World burrowing rodent with large cheek pouches);;;;;;;;;;;;;;;;;;;
Animals_017_v;Animals;dead bird;"{00359260} <adj.all> dead#16, drained#3 -- (drained of electric charge; discharged; ""a dead battery""; ""left the lights on and came back to find the battery drained"")
";"{01503061} <noun.animal> bird#1 -- (warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings)
";;;;;;;;;;;;;;;;;;;
Animals_018_h;Animals;dead frog;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{01639765} <noun.animal> frog#1, toad#1, toad frog#1, anuran#1, batrachian#1, salientian#1 -- (any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species)";;;;;;;;;;;;;;;;;;;
Animals_019_h;Animals;dead kangaroo;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{01877134} <noun.animal> kangaroo#1 -- (any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail);;;;;;;;;;;;;;;;;;;
Animals_020_h;Animals;alligator;"{01698434} <noun.animal> alligator#2, gator#1 -- (either of two amphibious reptiles related to crocodiles but with shorter broader snouts)
";;;;;;;;;;;;;;;;;;;;
Animals_021_h;Animals;small alligators;"{01391351} <adj.all> small#1 (vs. large#1), little1#1 (vs. big1#1) -- (limited or below average in number or quantity or magnitude or extent; ""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group"")";{01698434} <noun.animal> alligator#2, gator#1 -- (either of two amphibious reptiles related to crocodiles but with shorter broader snouts);;;;;;;;;;;;;;;;;;;
Animals_022_h;Animals;small alligators;"{01391351} <adj.all> small#1 (vs. large#1), little1#1 (vs. big1#1) -- (limited or below average in number or quantity or magnitude or extent; ""a little dining room""; ""a little house""; ""a small car""; ""a little (or small) group"")";"{01698434} <noun.animal> alligator#2, gator#1 -- (either of two amphibious reptiles related to crocodiles but with shorter broader snouts)
";;;;;;;;;;;;;;;;;;;
Animals_023_h;Animals;dog's teeth;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";"{02155872} <noun.animal> tooth2#3 -- (toothlike structure in invertebrates found in the mouth or alimentary canal or on a shell)
";;;;;;;;;;;;;;;;;;;
Animals_024_h;Animals;dead cat;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")
";"{02121620} <noun.animal> cat#1, true cat#1 -- (feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats)
";;;;;;;;;;;;;;;;;;;
Animals_025_h;Animals;sheep ;"{02411705} <noun.animal> sheep#1 -- (woolly usually horned ruminant mammal related to the goat)
";"{03623556} <noun.artifact> knife#1 -- (edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle)";;;;;;;;;;;;;;;;;;;
Animals_026_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)
";;;;;;;;;;;;;;;;;;;;
Animals_027_h;Animals;dead bird;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{01503061} <noun.animal> bird#1 -- (warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings);;;;;;;;;;;;;;;;;;;
Animals_028_h;Animals;bat's teeth;{02139199} <noun.animal> bat#1, chiropteran#1 -- (nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate);{05282433} <noun.body> dentition#2, teeth#1 -- (the kind and number and arrangement of teeth (collectively) in a person or animal);;;;;;;;;;;;;;;;;;;
Animals_029_v;Animals;horse legs;{02374451} <noun.animal> horse#1, Equus caballus#1 -- (solid-hoofed herbivorous quadruped domesticated since prehistoric times);{05561507} <noun.body> leg2#2 -- (a structure in animals that is similar to a human leg and used for locomotion);;;;;;;;;;;;;;;;;;;
Animals_030_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";{03900750} <noun.artifact> pavement#1, paving#2 -- (the paved surface of a thoroughfare);;;;;;;;;;;;;;;;;;;
Animals_031_h;Animals;fly;{02190166} <noun.animal> fly#1 -- (two-winged insects characterized by active flight);;;;;;;;;;;;;;;;;;;;
Animals_032_h;Animals;kangaroo skeleton;{01877134} <noun.animal> kangaroo#1 -- (any of several herbivorous leaping marsupials of Australia and New Guinea having large powerful hind legs and a long thick tail);"{13763626} <noun.quantity> skeleton#1 -- (something reduced to its minimal form; ""the battalion was a mere skeleton of its former self""; ""the bare skeleton of a novel"")";;;;;;;;;;;;;;;;;;;
Animals_033_h;Animals;dead bird;"{00359260} <adj.all> dead#16, drained#3 -- (drained of electric charge; discharged; ""a dead battery""; ""left the lights on and came back to find the battery drained"")";{01503061} <noun.animal> bird#1 -- (warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings);;;;;;;;;;;;;;;;;;;
Animals_034_h;Animals;dog's teeth;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";{05225090} <noun.body> external body part#1 -- (any body part visible externally);{05282433} <noun.body> dentition#2, teeth#1 -- (the kind and number and arrangement of teeth (collectively) in a person or animal);;;;;;;;;;;;;;;;;;
Animals_035_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)
";"{00392812} <adj.all> black1#1 (vs. white1#1) -- (being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light; ""black leather jackets""; ""as black as coal""; ""rich black soil"")";;;;;;;;;;;;;;;;;;;
Animals_036_h;Animals;horses;{02374451} <noun.animal> horse#1, Equus caballus#1 -- (solid-hoofed herbivorous quadruped domesticated since prehistoric times);{03256032} <noun.artifact> Dumpster#1 -- (a container designed to receive and transport and dump waste);;;;;;;;;;;;;;;;;;;
Animals_037_h;Animals;tick;"{01776313} <noun.animal> tick#2 -- (any of two families of small parasitic arachnids with barbed proboscis; feed on blood of warm-blooded animals)";;;;;;;;;;;;;;;;;;;;
Animals_038_h;Animals;dead wild boar;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02396427} <noun.animal> wild boar#1, boar2#1, Sus scrofa1#1 -- (Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States)";;;;;;;;;;;;;;;;;;;
Animals_039_h;Animals;dead dog;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;;;;;;;;;;;;;;;
Animals_040_v;Animals;bees;{02206856} <noun.animal> bee#1 -- (any of numerous hairy-bodied insects including social and solitary species);{09218315} <noun.object> honeycomb#1 -- (a structure of small hexagonal cells constructed from beeswax by bees and used to store honey and larvae);;;;;;;;;;;;;;;;;;;
Animals_041_h;Animals;insect;{02159955} <noun.animal> insect#1 -- (small air-breathing arthropod);;;;;;;;;;;;;;;;;;;;
Animals_042_h;Animals;mosquito;{02200198} <noun.animal> mosquito#1 -- (two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals);;;;;;;;;;;;;;;;;;;;
Animals_043_h;Animals;insects;{02159955} <noun.animal> insect#1 -- (small air-breathing arthropod);;;;;;;;;;;;;;;;;;;;
Animals_044_h;Animals;bees;{02206856} <noun.animal> bee#1 -- (any of numerous hairy-bodied insects including social and solitary species);{09218315} <noun.object> honeycomb#1 -- (a structure of small hexagonal cells constructed from beeswax by bees and used to store honey and larvae);;;;;;;;;;;;;;;;;;;
Animals_045_h;Animals;dead bird;"{00359260} <adj.all> dead#16, drained#3 -- (drained of electric charge; discharged; ""a dead battery""; ""left the lights on and came back to find the battery drained"")";{01503061} <noun.animal> bird#1 -- (warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings);;;;;;;;;;;;;;;;;;;
Animals_046_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";;;;;;;;;;;;;;;;;;;;
Animals_047_h;Animals;lion;{02129165} <noun.animal> lion#1, king of beasts#1, Panthera leo#1 -- (large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male);{00838367} <noun.act> eating#1, feeding#1 -- (the act of consuming food);;;;;;;;;;;;;;;;;;;
Animals_048_h;Animals;starved dog;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";{02301338} <adj.all> starved#1, starving#1 -- (suffering from lack of food);"{00253196} <adj.all> chained#1, enchained#1 -- (bound with chains; ""enchained demons strained in anger to gnaw on his bones""; ""prisoners in chains"")";;;;;;;;;;;;;;;;;;
Animals_049_h;Animals;sick dog;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";"{02541302} <adj.all> ill1#1 (vs. well1#1), sick1#1 -- (affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"")";;;;;;;;;;;;;;;;;;;
Animals_050_h;Animals;dog;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";"{01047596} <verb.communication> bark1#1 -- (speak in an unfriendly tone; ""She barked into the dictaphone"")";{02936714} <noun.artifact> cage#1, coop#2 -- (an enclosure made or wire or metal bars in which birds or animals can be kept);;;;;;;;;;;;;;;;;;
Animals_051_h;Animals;sick birds;"{02541302} <adj.all> ill1#1 (vs. well1#1), sick1#1 -- (affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"")";{01503061} <noun.animal> bird#1 -- (warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings);;;;;;;;;;;;;;;;;;;
Animals_052_v;Animals;spider;"{01772222} <noun.animal> spider#1 -- (predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey)";{01774750} <noun.animal> tarantula1#2 -- (large hairy tropical spider with fangs that can inflict painful but not highly venomous bites);;;;;;;;;;;;;;;;;;;
Animals_053_h;Animals;monkey;{02484322} <noun.animal> monkey#1 -- (any of various long-tailed primates (excluding the prosimians));{02487347} <noun.animal> macaque#1 -- (short-tailed monkey of rocky regions of Asia and Africa);;{03327234} <noun.artifact> fence#1, fencing#1 -- (a barrier that serves to enclose an area);;;;;;;;;;;;;;;;;
Animals_054_h;Animals;starved dog;{02301338} <adj.all> starved#1, starving#1 -- (suffering from lack of food);"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;;;;;;;;;;;;;;;
Animals_055_h;Animals;shark;{01482330} <noun.animal> shark#1 -- (any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales);;;;;;;;;;;;;;;;;;;;
Animals_056_h;Animals;dead cat;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02121620} <noun.animal> cat#1, true cat#1 -- (feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats)";;;;;;;;;;;;;;;;;;;
Animals_057_h;Animals;dead crow;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{01579028} <noun.animal> crow#1 -- (black birds having a raucous call);{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);;;;;;;;;;;;;;;;;;
Animals_058_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";"{05538625} <noun.body> head#1, caput#2 -- (the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window"")";;;;;;;;;;;;;;;;;;;
Animals_059_h;Animals;spider;"{01772222} <noun.animal> spider#1 -- (predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey)";{01774750} <noun.animal> tarantula1#2 -- (large hairy tropical spider with fangs that can inflict painful but not highly venomous bites);;;;;;;;;;;;;;;;;;;
Animals_060_h;Animals;sick snow leopard;"{01318741} <adj.all> hurt1#1, wounded1#1 -- (suffering from physical injury especially that suffered in battle; ""nursing his wounded arm""; ""ambulances...for the hurt men and women"")";{02128757} <noun.animal> snow leopard#1, ounce#3, Panthera uncia#1 -- (large feline of upland central Asia having long thick whitish fur);;;;;;;;;;;;;;;;;;;
Animals_061_h;Animals;dog;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";"{01445932} <verb.contact> bite#1, seize with teeth#1 -- (to grip, cut off, or tear with or as if with the teeth or jaws; ""Gunny invariably tried to bite her"")";{04108268} <noun.artifact> rope#1 -- (a strong line);;;;;;;;;;;;;;;;;;
Animals_062_h;Animals;dead cow;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);"{02403454} <noun.animal> cow1#1, moo-cow#1 -- (female of domestic cattle: ""`moo-cow' is a child's term"")";;;;;;;;;;;;;;;;;;
Animals_063_h;Animals;dead deer;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{02430045} <noun.animal> deer#1, cervid#1 -- (distinguished from Bovidae by the male's having solid deciduous antlers);;;;;;;;;;;;;;;;;;;
Animals_064_v;Animals;dead fish;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02512053} <noun.animal> fish#1 -- (any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; ""the shark is a large fish""; ""in the living room there was a tank of colorful fish"")";"{09225146} <noun.object> body of water#1, water#2 -- (the part of the earth's surface covered with water (such as a river or lake or ocean); ""they invaded our territorial waters""; ""they were sitting by the water's edge"")";;;;;;;;;;;;;;;;;;
Animals_065_h;Animals;worms;{02311060} <noun.animal> larva#1 -- (the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose);"{14842992} <noun.substance> earth#2, ground#3 -- (the loose soft material that makes up a large part of the land surface; ""they dug into the earth outside the church"")";;;;;;;;;;;;;;;;;;;
Animals_066_h;Animals;pigs;{02936714} <noun.artifact> cage#1, coop#2 -- (an enclosure made or wire or metal bars in which birds or animals can be kept);{02395406} <noun.animal> hog#3, pig#1, grunter#2, squealer#2, Sus scrofa2#2 -- (domestic swine);;;;;;;;;;;;;;;;;;;
Animals_067_h;Animals;dead mouse;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{02330245} <noun.animal> mouse#1 -- (any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails);;;;;;;;;;;;;;;;;;;
Animals_068_h;Animals;dead chinchillas;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02367492} <noun.animal> chinchilla#3, Chinchilla laniger#1 -- (small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur)";;;;;;;;;;;;;;;;;;;
Animals_069_h;Animals;spider;"{01772222} <noun.animal> spider#1 -- (predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey)";{01774750} <noun.animal> tarantula1#2 -- (large hairy tropical spider with fangs that can inflict painful but not highly venomous bites);;;;;;;;;;;;;;;;;;;
Animals_070_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";"{05564590} <noun.body> hand#1, manus#1, mitt#1, paw1#2 -- (the (prehensile) extremity of the superior limb; ""he had the hands of a surgeon""; ""he extended his mitt"")";;;;;;;;;;;;;;;;;;;
Animals_071_h;Animals;dead moose;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{02432983} <noun.animal> elk#1, European elk#1, moose#1, Alces alces#1 -- (large northern deer with enormous flattened antlers in the male; called `elk' in Europe and `moose' in North America)";;;;;;;;;;;;;;;;;;;
Animals_072_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";{13152742} <noun.plant> leaf#1, leafage#1, foliage#1 -- (the main organ of photosynthesis and transpiration in higher plants);;;;;;;;;;;;;;;;;;;
Animals_073_h;Animals;dead lion;{05636402} <noun.cognition> taxidermy#1 -- (the art of mounting the skins of animals so that they have lifelike appearance);{02129165} <noun.animal> lion#1, king of beasts#1, Panthera leo#1 -- (large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male);;;;;;;;;;;;;;;;;;;
Animals_074_h;Animals;starved dog;{02301338} <adj.all> starved#1, starving#1 -- (suffering from lack of food);"{01318741} <adj.all> hurt1#1, wounded1#1 -- (suffering from physical injury especially that suffered in battle; ""nursing his wounded arm""; ""ambulances...for the hurt men and women"")";"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;;;;;;;;;;;;;;
Animals_075_h;Animals;sick chinchilla;"{14008806} <noun.state> operation#1 -- (the state of being in effect or being operative; ""that rule is no longer in operation"")";"{02367492} <noun.animal> chinchilla#3, Chinchilla laniger#1 -- (small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur)";"{02541302} <adj.all> ill1#1 (vs. well1#1), sick1#1 -- (affected by an impairment of normal physical or mental function; ""ill from the monotony of his suffering"")";;;;;;;;;;;;;;;;;;
Animals_076_v;Animals;dog;"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";"{01045719} <verb.communication> grumble2#3, growl#1, rumble#2 -- (to utter or emit low dull rumbling sounds; ""he grumbled a rude response""; ""Stones grumbled down the cliff"")";;;;;;;;;;;;;;;;;;;
Animals_077_h;Animals;sick dog;"{01318741} <adj.all> hurt1#1, wounded1#1 -- (suffering from physical injury especially that suffered in battle; ""nursing his wounded arm""; ""ambulances...for the hurt men and women"")";{02936714} <noun.artifact> cage#1, coop#2 -- (an enclosure made or wire or metal bars in which birds or animals can be kept);"{02084071} <noun.animal> dog#1, domestic dog#1, Canis familiaris#1 -- (a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds; ""the dog barked all night"")";;;;;;;;;;;;;;;;;;
Animals_078_h;Animals;dead mouse;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";{02330245} <noun.animal> mouse#1 -- (any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails);;;;;;;;;;;;;;;;;;;
Animals_079_h;Animals;snake;"{01726692} <noun.animal> snake#1, serpent#1, ophidian#1 -- (limbless scaly elongate reptile; some are venomous)";"{05538625} <noun.body> head#1, caput#2 -- (the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window"")";;;;;;;;;;;;;;;;;;;
Animals_080_h;Animals;monkey;{02484322} <noun.animal> monkey#1 -- (any of various long-tailed primates (excluding the prosimians));"{01045719} <verb.communication> grumble2#3, growl#1, rumble#2 -- (to utter or emit low dull rumbling sounds; ""he grumbled a rude response""; ""Stones grumbled down the cliff"")";;;;;;;;;;;;;;;;;;;
Animals_081_h;Animals;insects;{02159955} <noun.animal> insect#1 -- (small air-breathing arthropod);;;;;;;;;;;;;;;;;;;;
Animals_082_h;Animals;beetle;{02164464} <noun.animal> beetle#1 -- (insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings);{13152742} <noun.plant> leaf#1, leafage#1, foliage#1 -- (the main organ of photosynthesis and transpiration in higher plants);;;;;;;;;;;;;;;;;;;
Animals_083_h;Animals;cat;"{02121620} <noun.animal> cat#1, true cat#1 -- (feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats)";{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);;;;;;;;;;;;;;;;;;;
Animals_084_h;Animals;worms;"{01922303} <noun.animal> worm#1 -- (any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae)";"{05564590} <noun.body> hand#1, manus#1, mitt#1, paw1#2 -- (the (prehensile) extremity of the superior limb; ""he had the hands of a surgeon""; ""he extended his mitt"")";;;;;;;;;;;;;;;;;;;
Animals_085_h;Animals;lion;"{02129604} <noun.animal> tiger#2, Panthera tigris#1 -- (large feline of forests in most of Asia having a tawny coat with black stripes; endangered)";{07384473} <noun.event> growl#1, growling#2 -- (the sound of growling (as made by animals));;;;;;;;;;;;;;;;;;;
